1 1416155580 0.01714432700000401 0.08617416600000283 
2 1416155589 0.016816427000001966 0.08443096600000288 
3 1416155592 0.016898226999998656 0.08324856600000174 
4 1416155593 0.016909027000004073 0.08151346600000053 
5 1416155594 0.01670112700000459 0.08068506600000092 
6 1416155596 0.014360926999998469 0.0754053660000018 
7 1416155599 0.014032327000002454 0.07391376600000044 
8 1416155608 0.013592426999998963 0.07026366600000244 
9 1416155618 0.004724426999999309 0.04948176599999954 
10 1416155619 0.00013312699999801225 0.044214465999999675 
11 1747131341 -0.04302227299999828 -0.030664033999997287 
12 1747131349 -0.03421057299999575 -0.020470533999997542 
13 1747131352 -0.040193172999998694 -0.026573333999998283 
14 1747131354 -0.03329757299999869 -0.0044786339999980385 
15 1747131359 -0.04497627299999607 -0.03351963399999747 
16 1747131362 -0.040482972999996036 -0.02820693399999996 
17 1747131369 -0.03676337299999943 -0.021452933999999146 
18 1747131371 -0.033702972999996916 -0.005253033999998991 
19 1747131376 -0.038506773000001715 -0.022001433999999875 
20 1747131378 -0.04146267299999806 -0.028373933999997547 
21 1747131382 -0.04157187300000231 -0.025348634000000203 
22 1747131383 -0.02208027300000026 0.0004902659999999059 
23 1747131385 -0.03399457300000108 -0.017223133999998197 
24 1747131387 -0.03209767299999555 -0.0037933339999973725 
25 1747131389 -0.04290157300000175 -0.03048913399999975 
26 1747131392 -0.033757872999998995 -0.00602883399999854 
27 1747131396 -0.042192473000000064 -0.02093443399999728 
28 1747131399 -0.04243097300000187 -0.020310933999997616 
29 1747131401 -0.03971507299999644 -0.029831333999997156 
30 1747131403 -0.04110587299999935 -0.024391833999999335 
31 1747131406 -0.0407426729999969 -0.028090834000000342 
32 1747131407 -0.04096927300000175 -0.02782503399999925 
33 1747131409 -0.03965477300000231 -0.029866133999998823 
34 1747131410 -0.034019473000000744 -0.020052933999998857 
35 1747131413 -0.03433387300000135 -0.020595333999999355 
36 1747131415 -0.04353967299999795 -0.01619313399999811 
37 1747131429 -0.04285837300000139 -0.019618634000000412 
38 1747131443 -0.04043807299999713 -0.025728133999997738 
39 1747131444 -0.041800473000002114 -0.027938733999999243 
40 1747131447 -0.040490972999997155 -0.02785823399999998 
41 1747131449 -0.04267087299999872 -0.03006963400000018 
42 1747131450 -0.03797967300000238 -0.029658833999999246 
43 1747131451 -0.04334117300000173 -0.014182433999998523 
44 1747131452 -0.03448747299999866 -0.02070323399999907 
45 1747131454 -0.04198307299999726 -0.026395833999998786 
46 1747131455 -0.039481772999998554 -0.029924433999998 
47 1747131457 -0.042326873000000376 -0.02567333400000038 
48 1747131459 -0.04020667300000014 -0.026189433999999068 
49 1747131460 -0.04345917300000224 -0.01740443399999947 
50 1747131462 -0.040888772999998935 -0.027427533999997422 
51 1747131466 -0.038615372999998954 -0.029849933999997802 
52 1747131468 -0.032717173000001765 -0.004063933999997715 
53 1747131472 -0.04263307299999752 -0.020025733999997186 
54 1747131473 -0.03243897299999787 -0.003942933999997678 
55 1747131475 -0.03753467299999613 -0.029484033999999326 
56 1747131477 -0.034060472999996705 -0.02019423399999809 
57 1747131480 -0.039788872999999114 -0.02974573399999869 
58 1747131482 -0.04471607299999647 -0.03291773399999798 
59 1747131487 -0.034003972999997245 -0.0198525339999982 
60 1747131489 -0.04505267300000071 -0.03378643399999959 
61 1747131492 -0.04335727299999803 -0.017930734000000115 
62 1747131494 -0.04167447300000049 -0.027248734000000496 
